Pickup_date,East_Village,Gramercy,GVillage_N,GVillage_S,Little_Italy,LES,SoHo,Union_Sq
2015-04-28 00:00:00,181,85,58,118,67,89,70,125
2015-04-28 06:00:00,453,346,276,161,234,230,247,326
2015-04-28 12:00:00,311,259,311,208,375,224,381,627
2015-04-28 18:00:00,605,433,498,415,502,443,502,988
2015-04-29 00:00:00,223,98,91,108,93,179,74,159
2015-04-29 06:00:00,481,347,273,151,219,220,238,352
2015-04-29 12:00:00,325,297,319,211,355,206,326,694
2015-04-29 18:00:00,796,545,604,571,656,541,570,1219
2015-04-30 00:00:00,297,140,104,162,109,206,91,201
2015-04-30 06:00:00,484,371,277,151,257,249,260,321
2015-04-30 12:00:00,355,330,344,249,370,261,391,742
2015-04-30 18:00:00,930,623,750,696,742,635,673,1510
2015-05-01 00:00:00,376,148,152,195,136,259,141,250
2015-05-01 06:00:00,543,447,290,159,238,274,262,352
2015-05-01 12:00:00,397,362,392,233,408,217,396,831
2015-05-01 18:00:00,1311,754,761,741,831,709,717,1364
2015-05-02 00:00:00,1141,385,329,471,349,789,225,499
2015-05-02 06:00:00,366,249,210,113,138,204,140,220
2015-05-02 12:00:00,875,645,555,361,516,453,456,817
2015-05-02 18:00:00,1918,884,905,892,870,978,729,1210
2015-05-03 00:00:00,1230,625,494,582,362,774,361,698
2015-05-03 06:00:00,270,144,144,70,112,152,90,150
2015-05-03 12:00:00,665,436,388,278,307,331,343,525
2015-05-03 18:00:00,705,405,400,319,363,376,337,515
2015-05-04 00:00:00,172,85,94,107,53,105,65,103
2015-05-04 06:00:00,476,374,272,152,184,209,228,310
2015-05-04 12:00:00,332,285,294,170,347,185,310,630
2015-05-04 18:00:00,507,382,420,375,443,317,432,798
2015-05-05 00:00:00,189,91,99,127,78,108,77,114
2015-05-05 06:00:00,484,363,291,171,201,238,256,341
2015-05-05 12:00:00,313,328,367,210,406,212,389,756
2015-05-05 18:00:00,723,506,581,537,649,556,595,1244
2015-05-06 00:00:00,342,133,103,167,112,206,90,191
2015-05-06 06:00:00,583,420,317,169,287,264,300,397
2015-05-06 12:00:00,332,286,341,245,367,207,420,755
2015-05-06 18:00:00,669,467,549,472,604,526,610,1098
2015-05-07 00:00:00,236,148,124,135,126,137,96,195
2015-05-07 06:00:00,498,355,282,178,243,235,275,372
2015-05-07 12:00:00,375,329,397,241,379,254,424,783
2015-05-07 18:00:00,978,662,783,658,786,613,685,1531
2015-05-08 00:00:00,383,160,144,219,163,306,140,254
2015-05-08 06:00:00,548,443,301,159,249,251,282,372
2015-05-08 12:00:00,411,376,427,248,440,262,441,909
2015-05-08 18:00:00,1257,740,716,564,767,659,679,1244
2015-05-09 00:00:00,1097,359,403,475,393,822,211,493
2015-05-09 06:00:00,413,247,208,114,170,220,145,266
2015-05-09 12:00:00,847,543,555,334,459,443,462,749
2015-05-09 18:00:00,1554,735,745,602,662,762,542,931
2015-05-10 00:00:00,1072,313,363,513,330,892,250,435
2015-05-10 06:00:00,343,205,188,107,136,175,142,209
2015-05-10 12:00:00,686,403,452,263,365,335,379,540
2015-05-10 18:00:00,707,343,414,328,334,360,298,517
2015-05-11 00:00:00,209,80,83,89,78,98,65,112
2015-05-11 06:00:00,440,362,257,165,191,213,215,345
2015-05-11 12:00:00,359,309,384,236,339,188,369,682
2015-05-11 18:00:00,539,419,417,385,520,333,459,872
2015-05-12 00:00:00,213,90,102,108,76,152,54,141
2015-05-12 06:00:00,477,389,284,153,225,250,256,344
2015-05-12 12:00:00,371,350,377,284,410,238,432,792
2015-05-12 18:00:00,722,477,586,472,602,478,631,1175
2015-05-13 00:00:00,243,119,96,162,122,139,95,228
2015-05-13 06:00:00,551,422,306,171,245,253,291,390
2015-05-13 12:00:00,373,351,343,229,393,223,433,770
2015-05-13 18:00:00,820,644,753,625,753,625,699,1639
2015-05-14 00:00:00,325,132,118,176,113,267,105,292
2015-05-14 06:00:00,572,425,336,149,226,281,292,410
2015-05-14 12:00:00,390,377,427,262,426,271,376,886
2015-05-14 18:00:00,1041,740,913,736,858,733,761,1838
2015-05-15 00:00:00,532,209,234,263,189,434,146,384
2015-05-15 06:00:00,546,414,294,156,277,269,268,365
2015-05-15 12:00:00,461,423,454,274,450,287,408,856
2015-05-15 18:00:00,1373,818,823,690,852,852,819,1458
2015-05-16 00:00:00,1334,415,422,558,414,965,302,538
2015-05-16 06:00:00,399,255,205,125,168,216,168,238
2015-05-16 12:00:00,939,639,541,395,485,487,480,780
2015-05-16 18:00:00,2416,1179,1243,964,1027,1106,1183,1777
2015-05-17 00:00:00,1689,412,522,714,402,1521,411,539
2015-05-17 06:00:00,364,239,183,108,149,164,155,203
2015-05-17 12:00:00,798,497,542,289,441,409,432,683
2015-05-17 18:00:00,904,413,536,359,420,419,395,647
2015-05-18 00:00:00,231,97,96,117,85,139,73,135
2015-05-18 06:00:00,509,395,276,161,220,237,255,367
2015-05-18 12:00:00,379,321,343,241,358,247,385,741
2015-05-18 18:00:00,641,457,510,425,581,388,513,1031
2015-05-19 00:00:00,261,134,103,127,91,132,62,165
2015-05-19 06:00:00,567,414,319,168,258,230,288,423
2015-05-19 12:00:00,493,427,447,239,409,272,460,816
2015-05-19 18:00:00,848,591,671,569,694,483,611,1290
2015-05-20 00:00:00,362,164,121,142,104,199,114,207
2015-05-20 06:00:00,566,452,305,179,240,209,279,428
2015-05-20 12:00:00,462,402,431,299,459,257,471,836
2015-05-20 18:00:00,920,668,763,688,785,678,713,1597
2015-05-21 00:00:00,395,180,132,136,162,261,110,227
2015-05-21 06:00:00,592,409,322,162,274,266,291,379
2015-05-21 12:00:00,418,431,517,319,429,285,446,943
2015-05-21 18:00:00,1045,669,820,624,814,646,663,1642
2015-05-22 00:00:00,568,200,196,247,186,367,146,275
2015-05-22 06:00:00,591,436,286,191,218,249,242,345
2015-05-22 12:00:00,494,411,384,277,425,309,365,827
2015-05-22 18:00:00,905,528,427,413,537,626,435,729
2015-05-23 00:00:00,740,224,170,320,216,572,140,288
2015-05-23 06:00:00,326,222,145,118,182,199,122,194
2015-05-23 12:00:00,609,371,360,238,366,360,374,524
2015-05-23 18:00:00,941,366,393,359,528,599,395,599
2015-05-24 00:00:00,704,179,159,299,194,560,143,270
2015-05-24 06:00:00,233,128,85,90,110,169,54,117
2015-05-24 12:00:00,446,276,227,205,340,332,311,385
2015-05-24 18:00:00,617,299,277,263,400,438,292,459
2015-05-25 00:00:00,405,119,80,140,121,280,81,196
2015-05-25 06:00:00,186,118,98,68,106,125,61,131
2015-05-25 12:00:00,400,220,216,207,283,266,272,343
2015-05-25 18:00:00,500,251,245,263,309,316,233,345
2015-05-26 00:00:00,203,85,46,75,66,102,56,87
2015-05-26 06:00:00,500,364,254,131,190,258,218,313
2015-05-26 12:00:00,339,281,351,180,380,220,359,617
2015-05-26 18:00:00,554,373,421,333,493,390,428,843
2015-05-27 00:00:00,193,89,59,94,82,128,68,109
2015-05-27 06:00:00,522,379,297,171,230,264,271,388
2015-05-27 12:00:00,367,363,354,230,411,258,424,765
2015-05-27 18:00:00,867,671,733,601,838,625,748,1628
2015-05-28 00:00:00,263,126,93,117,94,192,93,191
2015-05-28 06:00:00,517,437,315,193,255,252,301,425
2015-05-28 12:00:00,390,370,400,248,471,272,442,899
2015-05-28 18:00:00,877,615,730,627,773,669,676,1513
2015-05-29 00:00:00,466,170,152,210,159,332,145,273
2015-05-29 06:00:00,512,396,315,193,258,282,246,368
2015-05-29 12:00:00,439,377,411,283,484,308,443,932
2015-05-29 18:00:00,1207,790,668,604,816,704,612,1216
2015-05-30 00:00:00,1127,386,348,509,371,784,208,493
2015-05-30 06:00:00,399,221,178,127,191,246,162,180
2015-05-30 12:00:00,806,502,451,376,509,526,503,610
2015-05-30 18:00:00,1292,682,628,615,744,762,592,896
2015-05-31 00:00:00,1222,352,362,579,355,976,300,450
2015-05-31 06:00:00,314,213,153,107,138,186,141,153
2015-05-31 12:00:00,760,459,450,374,572,426,508,669
2015-05-31 18:00:00,976,547,486,481,546,508,455,716
2015-06-01 00:00:00,217,70,58,75,55,96,51,108
2015-06-01 06:00:00,665,500,421,208,319,276,291,432
2015-06-01 12:00:00,436,375,415,259,415,274,382,830
2015-06-01 18:00:00,767,512,642,501,704,463,584,1363
2015-06-02 00:00:00,220,99,73,96,107,125,98,135
2015-06-02 06:00:00,544,486,390,202,314,273,278,409
2015-06-02 12:00:00,381,418,463,273,497,277,500,986
2015-06-02 18:00:00,916,668,824,682,845,604,653,1656
2015-06-03 00:00:00,246,94,75,119,102,173,99,167
2015-06-03 06:00:00,513,368,299,159,282,260,280,375
2015-06-03 12:00:00,347,318,349,237,408,235,421,782
2015-06-03 18:00:00,853,585,646,614,785,577,762,1460
2015-06-04 00:00:00,357,122,104,127,132,222,147,221
2015-06-04 06:00:00,496,389,265,150,258,253,276,330
2015-06-04 12:00:00,392,356,421,248,436,256,442,921
2015-06-04 18:00:00,1001,753,753,643,892,715,760,1564
2015-06-05 00:00:00,488,194,139,225,170,376,144,331
2015-06-05 06:00:00,608,500,339,177,274,273,318,432
2015-06-05 12:00:00,499,473,396,256,413,298,406,901
2015-06-05 18:00:00,1153,703,600,559,701,650,596,1103
2015-06-06 00:00:00,1220,353,357,490,363,788,248,456
2015-06-06 06:00:00,416,283,193,132,166,215,145,246
2015-06-06 12:00:00,720,454,382,306,450,467,434,573
2015-06-06 18:00:00,1046,689,579,552,590,661,525,783
2015-06-07 00:00:00,1356,423,351,539,329,1080,288,478
2015-06-07 06:00:00,294,195,131,105,142,154,126,136
2015-06-07 12:00:00,607,376,362,284,403,356,380,506
2015-06-07 18:00:00,625,326,308,319,390,390,308,489
2015-06-08 00:00:00,280,115,77,116,103,120,71,121
2015-06-08 06:00:00,545,386,289,165,216,234,243,326
2015-06-08 12:00:00,342,297,291,206,357,241,385,605
2015-06-08 18:00:00,643,437,470,410,603,435,470,979
2015-06-09 00:00:00,224,81,68,101,101,102,70,132
2015-06-09 06:00:00,543,434,303,177,238,281,299,377
2015-06-09 12:00:00,350,319,377,219,429,263,412,749
2015-06-09 18:00:00,679,465,467,432,622,508,583,1121
2015-06-10 00:00:00,255,120,116,114,110,173,101,204
2015-06-10 06:00:00,540,379,302,152,284,280,287,438
2015-06-10 12:00:00,366,365,377,263,480,276,471,815
2015-06-10 18:00:00,789,554,597,524,731,591,649,1337
2015-06-11 00:00:00,303,108,79,105,131,202,115,184
2015-06-11 06:00:00,625,431,324,184,259,289,305,436
2015-06-11 12:00:00,433,422,435,279,532,266,524,971
2015-06-11 18:00:00,1048,742,784,715,884,752,749,1694
2015-06-12 00:00:00,487,242,184,253,202,312,165,366
2015-06-12 06:00:00,606,491,322,198,271,298,267,399
2015-06-12 12:00:00,497,409,368,295,544,321,510,951
2015-06-12 18:00:00,1252,808,648,630,819,759,606,1155
2015-06-13 00:00:00,1048,341,329,517,323,930,225,411
2015-06-13 06:00:00,380,260,187,122,163,204,139,213
2015-06-13 12:00:00,751,501,401,345,532,442,419,624
2015-06-13 18:00:00,1139,664,511,541,608,707,497,745
2015-06-14 00:00:00,1164,358,306,555,307,908,245,368
2015-06-14 06:00:00,330,200,143,108,157,158,118,153
2015-06-14 12:00:00,569,367,312,265,412,424,382,493
2015-06-14 18:00:00,1002,469,454,463,476,545,370,719
2015-06-15 00:00:00,315,100,96,103,116,141,65,133
2015-06-15 06:00:00,603,410,348,186,252,252,254,390
2015-06-15 12:00:00,374,327,359,209,456,255,407,880
2015-06-15 18:00:00,605,427,425,393,534,343,417,939
2015-06-16 00:00:00,212,88,62,92,97,106,75,155
2015-06-16 06:00:00,493,393,305,152,273,264,252,441
2015-06-16 12:00:00,408,333,409,251,455,271,511,923
2015-06-16 18:00:00,860,565,554,476,645,517,608,1339
2015-06-17 00:00:00,351,174,110,151,102,167,105,268
2015-06-17 06:00:00,511,385,311,167,282,242,265,408
2015-06-17 12:00:00,364,358,394,260,470,253,419,884
2015-06-17 18:00:00,834,525,596,541,713,622,649,1398
2015-06-18 00:00:00,306,118,99,157,127,225,125,236
2015-06-18 06:00:00,643,473,329,194,283,285,306,435
2015-06-18 12:00:00,389,358,441,245,466,295,477,1010
2015-06-18 18:00:00,962,661,719,641,833,723,668,1563
2015-06-19 00:00:00,454,190,181,249,194,330,167,356
2015-06-19 06:00:00,602,466,298,180,254,288,265,420
2015-06-19 12:00:00,522,449,447,275,520,310,520,1014
2015-06-19 18:00:00,1186,773,649,577,783,706,627,1069
2015-06-20 00:00:00,1311,370,430,631,333,986,242,495
2015-06-20 06:00:00,404,301,179,124,191,219,147,241
2015-06-20 12:00:00,806,532,423,295,553,474,439,717
2015-06-20 18:00:00,1095,692,532,526,595,731,499,750
2015-06-21 00:00:00,1202,359,336,536,411,984,216,495
2015-06-21 06:00:00,344,252,169,104,151,198,108,175
2015-06-21 12:00:00,626,414,333,273,417,422,373,496
2015-06-21 18:00:00,666,350,312,313,416,393,316,490
2015-06-22 00:00:00,216,88,70,74,90,112,65,107
2015-06-22 06:00:00,505,390,244,157,188,219,250,340
2015-06-22 12:00:00,322,295,298,200,361,231,363,641
2015-06-22 18:00:00,538,395,384,345,461,401,420,886
2015-06-23 00:00:00,214,114,85,84,61,103,84,140
2015-06-23 06:00:00,527,451,300,187,268,250,296,448
2015-06-23 12:00:00,375,328,395,250,490,280,453,927
2015-06-23 18:00:00,906,638,731,583,852,604,697,1549
2015-06-24 00:00:00,269,123,72,125,102,183,93,151
2015-06-24 06:00:00,523,391,305,162,264,270,272,391
2015-06-24 12:00:00,388,338,401,252,432,252,411,842
2015-06-24 18:00:00,780,582,597,570,734,616,663,1493
2015-06-25 00:00:00,325,145,107,147,152,246,125,246
2015-06-25 06:00:00,560,422,307,197,281,279,249,395
2015-06-25 12:00:00,399,399,446,281,447,281,443,904
2015-06-25 18:00:00,1121,691,731,753,842,697,685,1741
2015-06-26 00:00:00,500,209,180,229,183,347,157,365
2015-06-26 06:00:00,619,422,277,192,275,279,252,359
2015-06-26 12:00:00,494,405,382,265,446,314,395,888
2015-06-26 18:00:00,1296,781,658,634,688,721,558,1112
2015-06-27 00:00:00,1495,427,517,705,438,1170,299,554
2015-06-27 06:00:00,387,249,165,108,173,227,138,225
2015-06-27 12:00:00,1065,581,510,372,743,714,643,925
2015-06-27 18:00:00,2618,1351,1109,1099,1263,1402,924,1630
2015-06-28 00:00:00,1543,565,375,672,437,1305,257,737
2015-06-28 06:00:00,340,236,161,135,182,210,133,174
2015-06-28 12:00:00,693,457,233,271,432,466,352,249
2015-06-28 18:00:00,733,384,304,340,444,495,309,445
2015-06-29 00:00:00,321,103,113,110,100,187,64,135
2015-06-29 06:00:00,578,370,246,156,228,268,245,329
2015-06-29 12:00:00,338,289,321,202,387,211,312,623
2015-06-29 18:00:00,624,402,361,349,546,393,397,881
2015-06-30 00:00:00,232,94,72,92,84,135,86,170
2015-06-30 06:00:00,585,390,291,201,268,278,231,372
2015-06-30 12:00:00,347,305,323,230,428,253,418,748
2015-06-30 18:00:00,801,560,520,497,658,540,596,1217
